"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"25/05/2022";"2200";"23,6";"23,6";"22,6";"69,0";"75,0";"69,0";"17,7";"18,2";"17,5";"1018,7";"1018,7";"1018,1";"2,0";"82,0";"4,2";"";"0,0"
"25/05/2022";"2300";"22,8";"23,8";"22,8";"69,0";"70,0";"66,0";"16,9";"17,6";"16,9";"1019,2";"1019,2";"1018,7";"2,0";"85,0";"5,4";"";"0,0"
"26/05/2022";"0000";"22,3";"22,9";"22,3";"73,0";"73,0";"69,0";"17,1";"17,4";"16,9";"1019,6";"1019,6";"1019,2";"0,6";"151,0";"5,3";"";"0,0"
"26/05/2022";"0100";"22,2";"22,3";"22,1";"73,0";"73,0";"72,0";"17,1";"17,3";"16,9";"1019,7";"1019,7";"1019,6";"0,7";"94,0";"3,8";"";"0,0"
"26/05/2022";"0200";"21,7";"22,2";"21,6";"75,0";"75,0";"73,0";"17,0";"17,2";"16,9";"1019,5";"1019,7";"1019,5";"0,8";"124,0";"4,0";"";"0,0"
"26/05/2022";"0300";"22,0";"22,1";"21,6";"71,0";"75,0";"71,0";"16,6";"17,2";"16,6";"1019,2";"1019,5";"1019,2";"2,3";"69,0";"5,2";"";"0,0"
"26/05/2022";"0400";"21,5";"22,0";"21,5";"76,0";"76,0";"71,0";"17,1";"17,1";"16,6";"1018,9";"1019,2";"1018,9";"2,3";"85,0";"6,3";"";"0,0"
"26/05/2022";"0500";"21,4";"21,5";"21,2";"75,0";"78,0";"75,0";"16,9";"17,3";"16,9";"1018,7";"1018,9";"1018,7";"2,5";"68,0";"5,5";"";"0,0"
"26/05/2022";"0600";"21,7";"21,9";"21,1";"70,0";"76,0";"69,0";"16,0";"16,9";"15,8";"1018,5";"1018,7";"1018,5";"2,1";"84,0";"5,5";"";"0,0"
"26/05/2022";"0700";"20,9";"21,7";"20,8";"76,0";"76,0";"69,0";"16,4";"16,5";"15,8";"1018,1";"1018,5";"1018,1";"2,2";"81,0";"6,0";"";"0,0"
"26/05/2022";"0800";"20,9";"20,9";"20,7";"73,0";"76,0";"73,0";"16,0";"16,4";"15,8";"1018,2";"1018,2";"1018,0";"1,9";"90,0";"6,2";"";"0,0"
"26/05/2022";"0900";"20,9";"21,5";"20,9";"72,0";"73,0";"67,0";"15,6";"15,9";"15,0";"1018,6";"1018,6";"1018,2";"3,1";"103,0";"5,8";"";"0,0"
"26/05/2022";"1000";"21,0";"21,0";"20,4";"71,0";"76,0";"71,0";"15,6";"16,1";"15,5";"1019,0";"1019,0";"1018,5";"2,2";"63,0";"6,3";"59,60";"0,0"
"26/05/2022";"1100";"21,7";"21,7";"21,0";"73,0";"74,0";"71,0";"16,7";"16,8";"15,6";"1019,6";"1019,6";"1019,0";"1,7";"40,0";"4,8";"591,10";"0,0"
"26/05/2022";"1200";"23,6";"23,9";"21,7";"64,0";"74,0";"64,0";"16,4";"17,4";"16,4";"1020,1";"1020,1";"1019,6";"1,3";"21,0";"4,8";"1316,50";"0,0"
"26/05/2022";"1300";"24,4";"25,4";"23,5";"65,0";"66,0";"60,0";"17,3";"17,6";"16,3";"1019,9";"1020,3";"1019,9";"1,1";"223,0";"4,8";"1931,00";"0,0"
"26/05/2022";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26/05/2022";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26/05/2022";"1600";"";"";"";"";"";"";"";"";"";"1017,7";"";"";"";"";"";"198,20";"0,0"
"26/05/2022";"1700";"24,5";"";"";"70,0";"";"";"18,6";"";"";"1017,1";"";"";"1,2";"137,0";"";"1190,80";"0,0"
"26/05/2022";"1800";"24,3";"24,7";"24,1";"62,0";"71,0";"62,0";"16,6";"18,8";"16,5";"1016,8";"1017,1";"1016,8";"0,3";"158,0";"1,7";"1647,00";"0,0"
"26/05/2022";"1900";"23,7";"24,3";"23,7";"70,0";"70,0";"62,0";"18,0";"18,2";"16,6";"1016,7";"1016,9";"1016,7";"0,4";"122,0";"1,0";"494,50";"0,0"
"26/05/2022";"2000";"23,1";"24,0";"23,1";"78,0";"78,0";"70,0";"19,2";"19,2";"18,1";"1016,7";"1016,7";"1016,6";"1,4";"77,0";"2,6";"92,20";"0,0"
"26/05/2022";"2100";"23,0";"23,5";"22,7";"82,0";"83,0";"78,0";"19,7";"20,0";"19,3";"1017,0";"1017,0";"1016,7";"1,7";"109,0";"5,9";"1,20";"0,0"
"26/05/2022";"2200";"23,4";"23,6";"22,6";"74,0";"82,0";"73,0";"18,5";"19,4";"17,7";"1017,2";"1017,2";"1016,9";"0,7";"99,0";"3,7";"";"0,0"
"26/05/2022";"2300";"23,6";"23,7";"23,0";"72,0";"74,0";"72,0";"18,3";"18,4";"18,0";"1017,7";"1017,7";"1017,2";"0,6";"324,0";"1,5";"";"0,0"
"27/05/2022";"0000";"23,3";"23,6";"22,9";"74,0";"77,0";"71,0";"18,4";"18,7";"17,9";"1017,9";"1017,9";"1017,7";"1,3";"18,0";"2,8";"";"0,0"
"27/05/2022";"0100";"23,2";"23,4";"23,0";"72,0";"74,0";"72,0";"17,9";"18,4";"17,8";"1018,0";"1018,1";"1017,8";"1,3";"37,0";"4,0";"";"0,0"
"27/05/2022";"0200";"23,0";"23,4";"22,8";"73,0";"74,0";"72,0";"18,0";"18,1";"17,8";"1017,7";"1018,0";"1017,7";"1,6";"64,0";"4,2";"";"0,0"
"27/05/2022";"0300";"22,4";"23,0";"22,4";"76,0";"76,0";"73,0";"18,0";"18,2";"17,9";"1017,5";"1017,7";"1017,5";"0,9";"113,0";"4,8";"";"0,0"
"27/05/2022";"0400";"21,9";"22,5";"21,9";"79,0";"79,0";"76,0";"18,1";"18,1";"17,8";"1017,3";"1017,5";"1017,3";"1,2";"78,0";"4,0";"";"0,0"
"27/05/2022";"0500";"21,5";"21,9";"21,5";"78,0";"80,0";"77,0";"17,5";"18,1";"17,4";"1016,5";"1017,3";"1016,4";"1,3";"93,0";"4,6";"";"0,0"
"27/05/2022";"0600";"21,1";"21,5";"21,1";"81,0";"81,0";"78,0";"17,8";"17,9";"17,5";"1016,0";"1016,4";"1016,0";"1,0";"111,0";"3,7";"";"0,0"
"27/05/2022";"0700";"20,8";"21,2";"20,8";"81,0";"82,0";"80,0";"17,3";"17,8";"17,3";"1016,0";"1016,1";"1015,9";"1,7";"58,0";"3,8";"";"0,0"
"27/05/2022";"0800";"20,8";"20,9";"20,6";"82,0";"83,0";"81,0";"17,6";"17,7";"17,3";"1016,1";"1016,1";"1015,9";"1,9";"16,0";"4,1";"";"0,0"
"27/05/2022";"0900";"20,6";"20,8";"20,5";"81,0";"82,0";"81,0";"17,1";"17,6";"17,1";"1016,3";"1016,3";"1016,1";"1,4";"19,0";"3,9";"";"0,0"
"27/05/2022";"1000";"21,0";"21,0";"20,1";"78,0";"82,0";"78,0";"17,0";"17,2";"16,7";"1016,8";"1016,8";"1016,3";"1,3";"10,0";"2,9";"57,50";"0,0"
"27/05/2022";"1100";"22,5";"22,5";"21,0";"71,0";"78,0";"70,0";"17,0";"17,1";"16,2";"1017,2";"1017,2";"1016,7";"1,5";"34,0";"3,7";"595,40";"0,0"
"27/05/2022";"1200";"23,6";"23,6";"22,5";"72,0";"73,0";"68,0";"18,2";"18,2";"16,8";"1017,7";"1017,8";"1017,2";"1,7";"76,0";"3,7";"1331,90";"0,0"
"27/05/2022";"1300";"24,0";"24,3";"23,1";"70,0";"72,0";"69,0";"18,2";"18,8";"17,5";"1017,6";"1017,9";"1017,6";"1,3";"97,0";"3,5";"1727,90";"0,0"
"27/05/2022";"1400";"24,6";"25,6";"23,7";"68,0";"71,0";"67,0";"18,3";"19,5";"17,9";"1017,0";"1017,6";"1017,0";"2,2";"109,0";"3,9";"2159,10";"0,0"
"27/05/2022";"1500";"25,1";"25,4";"24,1";"71,0";"71,0";"68,0";"19,5";"19,6";"18,1";"1016,2";"1017,0";"1016,2";"1,6";"124,0";"3,8";"2202,70";"0,0"
"27/05/2022";"1600";"25,6";"25,7";"24,7";"70,0";"72,0";"69,0";"19,7";"20,1";"18,8";"1015,4";"1016,2";"1015,4";"3,0";"126,0";"4,2";"2158,70";"0,0"
"27/05/2022";"1700";"24,3";"25,7";"23,9";"69,0";"73,0";"69,0";"18,4";"19,8";"18,1";"1014,7";"1015,4";"1014,7";"1,7";"114,0";"4,4";"2128,50";"0,0"
"27/05/2022";"1800";"24,1";"25,0";"23,5";"67,0";"70,0";"62,0";"17,7";"18,5";"16,8";"1014,0";"1014,6";"1014,0";"0,7";"116,0";"2,3";"1178,40";"0,0"
"27/05/2022";"1900";"23,3";"24,3";"23,2";"75,0";"75,0";"67,0";"18,6";"18,7";"17,6";"1013,8";"1014,0";"1013,7";"0,9";"124,0";"2,2";"497,20";"0,0"
"27/05/2022";"2000";"22,9";"23,4";"22,8";"80,0";"80,0";"75,0";"19,3";"19,3";"18,7";"1013,8";"1013,8";"1013,6";"1,0";"84,0";"2,6";"110,70";"0,0"
"27/05/2022";"2100";"22,5";"23,0";"22,4";"78,0";"82,0";"78,0";"18,4";"19,6";"18,4";"1013,8";"1013,8";"1013,7";"0,4";"301,0";"2,6";"1,60";"0,0"
"27/05/2022";"2200";"22,7";"23,0";"22,5";"79,0";"80,0";"76,0";"19,0";"19,0";"18,3";"1014,0";"1014,0";"1013,8";"0,7";"336,0";"2,9";"";"0,0"
"27/05/2022";"2300";"23,4";"23,7";"22,7";"71,0";"79,0";"70,0";"17,9";"19,0";"17,7";"1014,2";"1014,2";"1014,0";"0,9";"108,0";"3,0";"";"0,0"
"28/05/2022";"0000";"23,1";"23,6";"22,8";"72,0";"73,0";"70,0";"17,9";"17,9";"17,5";"1014,4";"1014,4";"1014,1";"2,0";"68,0";"4,4";"";"0,0"
"28/05/2022";"0100";"22,7";"23,1";"22,3";"77,0";"79,0";"72,0";"18,4";"18,6";"17,8";"1014,5";"1014,5";"1014,3";"2,0";"105,0";"4,3";"";"0,0"
"28/05/2022";"0200";"22,2";"22,8";"22,2";"76,0";"77,0";"75,0";"17,8";"18,3";"17,7";"1014,3";"1014,5";"1014,3";"1,3";"119,0";"3,6";"";"0,0"
"28/05/2022";"0300";"22,6";"22,9";"22,1";"68,0";"77,0";"68,0";"16,5";"18,0";"16,5";"1013,8";"1014,3";"1013,8";"1,0";"263,0";"3,4";"";"0,0"
"28/05/2022";"0400";"23,3";"23,3";"22,6";"61,0";"68,0";"60,0";"15,2";"16,5";"15,2";"1013,6";"1013,8";"1013,6";"1,5";"65,0";"5,0";"";"0,0"
"28/05/2022";"0500";"22,1";"23,3";"21,7";"66,0";"72,0";"59,0";"15,4";"16,6";"14,7";"1013,2";"1013,6";"1013,2";"2,2";"355,0";"4,6";"";"0,0"
"28/05/2022";"0600";"22,5";"22,6";"22,1";"61,0";"66,0";"60,0";"14,5";"15,4";"14,4";"1012,5";"1013,2";"1012,5";"2,3";"24,0";"5,8";"";"0,0"
"28/05/2022";"0700";"22,2";"22,6";"22,0";"61,0";"65,0";"60,0";"14,3";"15,3";"14,3";"1012,2";"1012,5";"1012,2";"2,0";"24,0";"5,4";"";"0,0"
"28/05/2022";"0800";"21,7";"22,3";"21,7";"64,0";"64,0";"60,0";"14,7";"14,7";"14,2";"1012,2";"1012,2";"1012,0";"1,1";"41,0";"5,1";"";"0,0"
"28/05/2022";"0900";"20,9";"21,8";"20,9";"66,0";"67,0";"63,0";"14,3";"15,2";"14,2";"1012,3";"1012,3";"1012,1";"1,0";"337,0";"4,7";"";"0,0"
"28/05/2022";"1000";"21,4";"21,6";"20,9";"64,0";"69,0";"63,0";"14,4";"15,1";"14,1";"1013,0";"1013,0";"1012,3";"0,6";"352,0";"3,3";"35,10";"0,0"
"28/05/2022";"1100";"22,6";"22,8";"21,3";"67,0";"67,0";"63,0";"16,1";"16,1";"14,4";"1013,6";"1013,6";"1013,0";"0,8";"301,0";"2,5";"384,60";"0,0"
"28/05/2022";"1200";"25,4";"25,4";"22,6";"55,0";"70,0";"51,0";"15,8";"17,2";"14,2";"1014,2";"1014,2";"1013,6";"0,5";"125,0";"2,1";"846,30";"0,0"
"28/05/2022";"1300";"27,3";"27,5";"25,3";"41,0";"55,0";"37,0";"12,9";"15,7";"11,5";"1014,0";"1014,3";"1014,0";"1,7";"331,0";"4,9";"1339,30";"0,0"
"28/05/2022";"1400";"27,3";"28,4";"27,2";"43,0";"49,0";"37,0";"13,4";"15,8";"11,4";"1013,5";"1014,1";"1013,5";"1,1";"190,0";"4,6";"2350,90";"0,0"
"28/05/2022";"1500";"28,3";"28,7";"27,3";"45,0";"46,0";"39,0";"15,2";"15,7";"12,5";"1012,4";"1013,5";"1012,4";"1,3";"318,0";"4,5";"2231,90";"0,0"
"28/05/2022";"1600";"27,5";"28,4";"27,4";"49,0";"51,0";"44,0";"15,6";"16,6";"14,7";"1011,5";"1012,4";"1011,5";"1,3";"308,0";"3,9";"2065,70";"0,0"
"28/05/2022";"1700";"26,4";"28,0";"26,1";"56,0";"58,0";"45,0";"17,0";"17,5";"14,8";"1010,7";"1011,5";"1010,7";"1,7";"278,0";"3,5";"1595,60";"0,0"
"28/05/2022";"1800";"26,1";"27,5";"25,9";"62,0";"64,0";"54,0";"18,3";"18,9";"16,3";"1010,4";"1010,7";"1010,4";"1,1";"260,0";"2,8";"1503,60";"0,0"
"28/05/2022";"1900";"23,7";"26,1";"23,7";"71,0";"74,0";"62,0";"18,1";"19,3";"17,9";"1010,3";"1010,4";"1010,3";"2,0";"88,0";"3,4";"507,00";"0,0"
"28/05/2022";"2000";"23,0";"23,8";"23,0";"76,0";"76,0";"71,0";"18,5";"18,5";"18,1";"1010,6";"1010,6";"1010,3";"1,3";"96,0";"3,4";"146,70";"0,0"
"28/05/2022";"2100";"23,2";"23,3";"22,9";"76,0";"77,0";"74,0";"18,8";"18,8";"18,4";"1010,8";"1010,9";"1010,6";"0,8";"53,0";"2,8";"2,80";"0,0"
"28/05/2022";"2200";"23,3";"23,4";"22,7";"67,0";"76,0";"67,0";"16,8";"18,8";"16,8";"1011,2";"1011,2";"1010,8";"0,7";"317,0";"2,2";"";"0,0"
"28/05/2022";"2300";"23,5";"23,7";"23,2";"71,0";"73,0";"66,0";"17,9";"18,1";"16,8";"1011,5";"1011,5";"1011,1";"0,8";"35,0";"2,0";"";"0,0"
"29/05/2022";"0000";"23,9";"23,9";"22,8";"63,0";"72,0";"63,0";"16,3";"17,9";"16,3";"1011,7";"1011,7";"1011,5";"1,2";"27,0";"3,2";"";"0,0"
"29/05/2022";"0100";"23,8";"24,0";"23,7";"58,0";"63,0";"58,0";"15,0";"16,3";"15,0";"1011,9";"1011,9";"1011,6";"1,6";"68,0";"4,4";"";"0,0"
"29/05/2022";"0200";"23,7";"23,8";"22,9";"58,0";"63,0";"57,0";"14,9";"15,5";"14,8";"1011,8";"1012,0";"1011,7";"2,6";"59,0";"4,8";"";"0,0"
"29/05/2022";"0300";"23,2";"23,7";"22,7";"60,0";"62,0";"58,0";"14,9";"15,3";"14,7";"1011,2";"1011,8";"1011,2";"0,8";"122,0";"4,6";"";"0,0"
"29/05/2022";"0400";"23,1";"23,4";"22,2";"58,0";"65,0";"55,0";"14,3";"15,3";"13,9";"1010,9";"1011,3";"1010,9";"1,0";"311,0";"3,0";"";"0,0"
"29/05/2022";"0500";"23,1";"23,6";"22,9";"56,0";"58,0";"56,0";"13,9";"14,4";"13,8";"1010,2";"1010,9";"1010,2";"1,7";"360,0";"4,3";"";"0,0"
"29/05/2022";"0600";"22,8";"24,0";"22,6";"59,0";"59,0";"51,0";"14,3";"14,3";"13,2";"1009,8";"1010,2";"1009,8";"1,6";"16,0";"4,7";"";"0,0"
"29/05/2022";"0700";"23,1";"23,3";"22,7";"58,0";"60,0";"55,0";"14,4";"14,6";"13,5";"1009,5";"1009,8";"1009,5";"1,0";"30,0";"3,5";"";"0,0"
"29/05/2022";"0800";"21,8";"23,1";"21,7";"69,0";"69,0";"57,0";"15,8";"16,4";"14,1";"1009,5";"1009,5";"1009,4";"0,7";"60,0";"3,1";"";"0,0"
"29/05/2022";"0900";"22,3";"22,5";"21,8";"60,0";"69,0";"59,0";"14,0";"15,8";"13,9";"1009,4";"1009,5";"1009,2";"1,3";"7,0";"4,6";"";"0,0"
"29/05/2022";"1000";"21,6";"22,5";"21,1";"72,0";"74,0";"60,0";"16,2";"16,4";"14,0";"1010,1";"1010,1";"1009,4";"3,2";"63,0";"6,4";"50,30";"0,0"
"29/05/2022";"1100";"22,7";"22,7";"21,4";"67,0";"73,0";"66,0";"16,2";"16,7";"16,1";"1010,5";"1010,5";"1010,1";"2,6";"100,0";"5,4";"597,50";"0,0"
"29/05/2022";"1200";"27,1";"27,1";"22,7";"44,0";"67,0";"44,0";"13,9";"17,1";"13,4";"1010,8";"1010,8";"1010,5";"1,5";"353,0";"5,2";"1352,00";"0,0"
"29/05/2022";"1300";"25,5";"27,5";"25,4";"59,0";"59,0";"41,0";"16,8";"16,9";"12,9";"1010,4";"1010,8";"1010,4";"2,4";"98,0";"5,6";"1972,50";"0,0"
"29/05/2022";"1400";"25,4";"26,4";"24,4";"61,0";"65,0";"55,0";"17,4";"18,7";"16,2";"1009,8";"1010,4";"1009,8";"4,6";"108,0";"7,2";"2371,20";"0,0"
"29/05/2022";"1500";"27,3";"27,5";"25,4";"62,0";"63,0";"53,0";"19,3";"19,3";"15,7";"1008,5";"1009,8";"1008,5";"5,3";"123,0";"7,4";"2570,00";"0,0"
"29/05/2022";"1600";"26,3";"27,6";"26,2";"57,0";"64,0";"55,0";"17,2";"19,4";"16,7";"1007,4";"1008,5";"1007,3";"6,0";"126,0";"8,8";"2506,20";"0,0"
"29/05/2022";"1700";"27,3";"27,6";"25,9";"52,0";"61,0";"49,0";"16,6";"18,4";"15,8";"1006,5";"1007,4";"1006,5";"4,5";"118,0";"8,3";"2194,00";"0,0"
"29/05/2022";"1800";"26,0";"28,0";"26,0";"61,0";"63,0";"45,0";"17,8";"18,4";"14,8";"1006,2";"1006,5";"1006,2";"2,8";"98,0";"6,2";"1695,40";"0,0"
"29/05/2022";"1900";"25,9";"26,8";"24,7";"54,0";"69,0";"51,0";"15,8";"18,9";"15,8";"1005,8";"1006,2";"1005,8";"3,8";"110,0";"5,7";"461,20";"0,0"
"29/05/2022";"2000";"28,2";"28,2";"25,9";"38,0";"57,0";"38,0";"12,7";"16,7";"12,7";"1005,5";"1005,8";"1005,5";"2,8";"11,0";"5,6";"96,50";"0,0"
"29/05/2022";"2100";"28,0";"28,4";"27,4";"34,0";"39,0";"34,0";"10,6";"12,6";"10,6";"1005,7";"1005,7";"1005,4";"2,2";"2,0";"6,9";"1,50";"0,0"
"29/05/2022";"2200";"27,5";"28,0";"27,1";"41,0";"42,0";"34,0";"12,9";"13,3";"10,6";"1006,0";"1006,1";"1005,7";"1,4";"14,0";"4,9";"";"0,0"
"29/05/2022";"2300";"26,7";"27,5";"26,6";"50,0";"51,0";"41,0";"15,3";"15,5";"12,9";"1006,6";"1006,6";"1006,0";"1,4";"40,0";"6,5";"";"0,0"
"30/05/2022";"0000";"25,6";"26,8";"25,6";"57,0";"57,0";"49,0";"16,5";"16,5";"15,4";"1006,8";"1007,0";"1006,6";"2,1";"100,0";"7,3";"";"0,0"
"30/05/2022";"0100";"25,6";"26,0";"25,4";"56,0";"58,0";"54,0";"16,3";"16,7";"16,0";"1006,6";"1006,9";"1006,5";"3,0";"102,0";"7,4";"";"0,0"
"30/05/2022";"0200";"26,1";"26,2";"25,5";"53,0";"57,0";"53,0";"15,7";"16,5";"15,7";"1006,7";"1006,9";"1006,5";"3,2";"86,0";"5,9";"";"0,0"
"30/05/2022";"0300";"26,6";"26,7";"25,8";"49,0";"54,0";"49,0";"15,2";"16,0";"15,0";"1006,4";"1006,7";"1006,4";"2,3";"78,0";"5,7";"";"0,0"
"30/05/2022";"0400";"27,2";"27,3";"26,2";"42,0";"51,0";"42,0";"13,1";"15,4";"13,1";"1006,3";"1006,4";"1005,9";"1,3";"58,0";"4,7";"";"0,0"
"30/05/2022";"0500";"28,1";"28,4";"26,7";"36,0";"46,0";"36,0";"11,8";"14,2";"11,8";"1005,5";"1006,3";"1005,5";"0,9";"293,0";"3,3";"";"0,0"
"30/05/2022";"0600";"28,4";"28,6";"27,8";"32,0";"37,0";"32,0";"10,1";"11,8";"10,1";"1005,3";"1005,5";"1005,2";"2,0";"341,0";"6,6";"";"0,0"
"30/05/2022";"0700";"28,0";"28,7";"27,9";"34,0";"34,0";"31,0";"10,5";"10,5";"9,6";"1005,7";"1005,7";"1005,3";"2,0";"328,0";"7,2";"";"0,0"
"30/05/2022";"0800";"27,7";"28,3";"27,4";"32,0";"35,0";"32,0";"9,6";"10,5";"9,5";"1005,8";"1005,8";"1005,6";"2,0";"329,0";"6,5";"";"0,0"
"30/05/2022";"0900";"27,0";"27,9";"27,0";"35,0";"36,0";"31,0";"10,3";"10,5";"9,4";"1006,3";"1006,3";"1005,8";"2,0";"311,0";"6,2";"";"0,0"
"30/05/2022";"1000";"27,8";"27,8";"26,9";"32,0";"36,0";"31,0";"9,3";"10,6";"9,2";"1007,1";"1007,1";"1006,3";"0,8";"9,0";"5,3";"29,20";"0,0"
"30/05/2022";"1100";"23,4";"27,8";"23,4";"75,0";"75,0";"32,0";"18,8";"18,8";"9,4";"1009,1";"1009,2";"1007,1";"6,3";"277,0";"18,2";"362,30";"0,0"
"30/05/2022";"1200";"24,2";"24,2";"23,2";"73,0";"79,0";"73,0";"19,1";"19,7";"18,8";"1009,6";"1009,6";"1009,1";"5,9";"277,0";"12,8";"1129,00";"0,0"
"30/05/2022";"1300";"25,6";"25,6";"24,2";"65,0";"73,0";"65,0";"18,7";"19,2";"18,5";"1009,3";"1009,8";"1009,3";"3,6";"279,0";"12,5";"1839,30";"0,0"
"30/05/2022";"1400";"26,1";"26,6";"25,6";"66,0";"66,0";"60,0";"19,2";"19,2";"18,0";"1008,8";"1009,4";"1008,8";"2,9";"276,0";"8,1";"2242,70";"0,0"
"30/05/2022";"1500";"26,4";"27,2";"26,1";"65,0";"67,0";"61,0";"19,2";"19,9";"18,6";"1008,0";"1008,8";"1008,0";"1,8";"276,0";"6,4";"2564,10";"0,0"
"30/05/2022";"1600";"25,2";"26,4";"25,2";"69,0";"69,0";"65,0";"19,1";"19,8";"19,0";"1006,3";"1008,0";"1006,3";"1,8";"269,0";"4,2";"2152,30";"0,0"
"30/05/2022";"1700";"25,2";"26,2";"24,7";"69,0";"71,0";"64,0";"19,0";"19,7";"18,1";"1005,8";"1006,3";"1005,6";"1,1";"229,0";"4,0";"1832,20";"0,0"
"30/05/2022";"1800";"25,0";"25,2";"24,5";"72,0";"74,0";"68,0";"19,6";"19,9";"18,6";"1005,6";"1005,8";"1005,5";"1,3";"261,0";"3,0";"936,20";"0,0"
"30/05/2022";"1900";"24,1";"24,9";"23,9";"75,0";"77,0";"72,0";"19,5";"19,6";"19,0";"1006,0";"1006,0";"1005,5";"0,4";"166,0";"2,2";"402,20";"0,0"
"30/05/2022";"2000";"23,0";"24,2";"23,0";"81,0";"81,0";"75,0";"19,6";"19,8";"19,4";"1006,3";"1006,5";"1005,8";"1,3";"151,0";"2,4";"145,60";"0,0"
"30/05/2022";"2100";"22,7";"23,2";"22,7";"84,0";"85,0";"81,0";"20,0";"20,1";"19,5";"1006,8";"1007,0";"1006,3";"0,5";"200,0";"2,4";"0,90";"0,0"
"30/05/2022";"2200";"23,1";"23,3";"22,7";"83,0";"84,0";"82,0";"20,1";"20,2";"19,9";"1007,0";"1007,0";"1006,6";"0,7";"74,0";"2,5";"";"0,0"
"30/05/2022";"2300";"22,9";"23,1";"22,7";"86,0";"86,0";"83,0";"20,3";"20,3";"20,0";"1007,5";"1007,5";"1007,0";"0,7";"11,0";"1,9";"";"0,0"
"31/05/2022";"0000";"22,5";"22,9";"22,3";"85,0";"89,0";"85,0";"19,9";"20,6";"19,9";"1008,4";"1008,4";"1007,5";"1,1";"285,0";"2,3";"";"0,0"
"31/05/2022";"0100";"22,7";"22,9";"22,5";"80,0";"86,0";"80,0";"19,2";"20,2";"19,2";"1009,6";"1009,6";"1008,4";"2,0";"290,0";"3,3";"";"0,0"
"31/05/2022";"0200";"22,6";"23,0";"22,6";"87,0";"87,0";"80,0";"20,3";"20,3";"19,2";"1010,2";"1010,2";"1009,6";"2,2";"280,0";"7,1";"";"0,0"
"31/05/2022";"0300";"22,9";"22,9";"22,6";"89,0";"89,0";"87,0";"20,9";"21,0";"20,4";"1010,6";"1010,6";"1010,1";"2,8";"285,0";"6,0";"";"0,0"
"31/05/2022";"0400";"22,9";"22,9";"22,7";"88,0";"89,0";"88,0";"20,7";"21,0";"20,7";"1010,2";"1010,6";"1010,2";"1,5";"298,0";"5,8";"";"0,0"
"31/05/2022";"0500";"23,3";"23,3";"22,9";"83,0";"88,0";"83,0";"20,3";"20,8";"20,3";"1009,5";"1010,2";"1009,4";"0,9";"33,0";"3,5";"";"0,0"
"31/05/2022";"0600";"23,2";"23,4";"23,1";"82,0";"84,0";"82,0";"19,9";"20,3";"19,9";"1008,8";"1009,6";"1008,8";"2,1";"11,0";"4,2";"";"0,0"
"31/05/2022";"0700";"23,1";"23,2";"22,9";"83,0";"83,0";"82,0";"20,1";"20,1";"19,8";"1008,6";"1009,1";"1008,6";"1,1";"51,0";"4,2";"";"0,0"
"31/05/2022";"0800";"22,4";"23,1";"22,3";"89,0";"89,0";"83,0";"20,5";"20,5";"19,9";"1008,9";"1009,2";"1008,6";"0,6";"131,0";"3,8";"";"0,0"
"31/05/2022";"0900";"22,4";"22,4";"22,2";"91,0";"91,0";"89,0";"20,8";"20,8";"20,4";"1009,6";"1009,6";"1008,9";"1,2";"270,0";"5,0";"";"0,0"
"31/05/2022";"1000";"22,4";"22,4";"22,2";"92,0";"92,0";"91,0";"21,0";"21,0";"20,7";"1010,5";"1010,5";"1009,4";"1,2";"239,0";"3,8";"22,00";"0,0"
"31/05/2022";"1100";"22,7";"22,7";"22,4";"92,0";"92,0";"92,0";"21,3";"21,3";"21,0";"1010,7";"1011,0";"1010,3";"2,0";"267,0";"4,8";"178,40";"0,0"
"31/05/2022";"1200";"23,3";"23,5";"22,7";"89,0";"92,0";"89,0";"21,4";"21,8";"21,3";"1011,6";"1011,6";"1010,6";"2,4";"249,0";"5,5";"856,20";"0,0"
"31/05/2022";"1300";"23,4";"23,7";"23,2";"86,0";"89,0";"85,0";"21,0";"21,4";"20,9";"1012,0";"1012,1";"1011,5";"1,5";"232,0";"5,5";"1034,80";"0,0"
"31/05/2022";"1400";"24,1";"24,1";"23,2";"84,0";"87,0";"84,0";"21,3";"21,4";"20,6";"1011,8";"1012,0";"1011,8";"2,0";"252,0";"5,0";"1081,10";"0,0"
"31/05/2022";"1500";"23,9";"24,5";"23,7";"81,0";"84,0";"79,0";"20,3";"21,3";"20,1";"1011,5";"1011,8";"1011,5";"2,1";"260,0";"5,2";"1617,80";"0,0"
"31/05/2022";"1600";"23,8";"24,5";"23,7";"82,0";"82,0";"79,0";"20,6";"20,9";"20,2";"1010,9";"1011,5";"1010,9";"1,9";"246,0";"4,2";"1605,60";"0,0"
